utc,freq_khz,dx_call,wpm,snr_db,spotter
19:00:00,14041.2,N5RZ,39,14,OK1HRA
19:00:01,14030.4,EA6BF,29,47,DK3WW
19:00:01,14031.5,EA1X,37,11,DK3WW
19:00:01,14031.5,EA1X,37,10,LZ3CB
19:00:01,14031.5,EA1X,38,14,LZ4AE
19:00:01,14038.0,E70T,34,4,M1GEO
19:00:01,14048.0,G3SNT,25,2,LZ3CB
19:00:02,14030.4,EA6BF,31,20,DK9IP-1
19:00:02,14031.5,EA1X,37,16,LZ7AA
19:00:02,14034.4,KG9X,38,15,W6YX
19:00:02,14034.4,KG9X,38,11,ZF9CW
19:00:02,14037.4,K2WK,34,34,ZF9CW
19:00:02,14039.6,W8CAR,38,18,W6YX
19:00:02,14041.2,N5RZ,39,24,W8WWV
19:00:02,14041.3,N5RZ,39,33,W6YX
19:00:02,14041.3,N5RZ,38,43,ZF9CW
19:00:02,14041.3,N5RZ,39,12,N2YCH
19:00:03,14035.2,VE3JM,33,4,N6TV
19:00:03,14040.0,KC9IL,28,12,N9CO
19:00:03,14041.3,N5RZ,39,16,K5TR
19:00:03,14041.3,N5RZ,39,23,N6TV
19:00:03,14041.3,N5RZ,40,13,W3RGA
19:00:03,14041.3,N5RZ,39,13,WE9V
19:00:04,14027.4,N8KH,37,10,DL8LAS-3
19:00:04,14028.0,HA6NL,32,5,DP5G
19:00:04,14030.4,EA6BF,32,37,HG8A
19:00:04,14030.4,EA6BF,33,42,DL8LAS-3
19:00:04,14031.5,EA1X,39,14,RK3TD-2
19:00:04,14041.3,N5RZ,40,12,K9IMM
19:00:04,14041.3,N5RZ,38,6,WT8P
19:00:04,14043.2,K5UV,38,21,K9IMM
19:00:04,14043.2,K5UV,37,10,K9LC
19:00:05,14027.0,W5TM,38,22,K7EK
19:00:05,14027.4,N8KH,37,7,W2NAF
19:00:05,14030.4,AD4EB,37,8,W2NAF
19:00:05,14030.4,EA6BF,33,35,MM9PSY
19:00:05,14030.4,EA6BF,31,43,DL8LAS-1
19:00:05,14031.0,K3WW,41,9,DL8LAS-1
19:00:05,14031.5,EA1X,37,8,BH4RRG
19:00:05,14041.3,N5RZ,39,32,K1RA-4
19:00:05,14041.3,N5RZ,39,20,K7EK
19:00:05,14041.3,N5RZ,40,16,N2EPE
19:00:05,14043.2,K5UV,37,7,K1RA-4
19:00:05,14043.2,K5UV,37,12,NG7M
19:00:05,14044.6,W0GAS,29,5,K7EK
19:00:06,14027.8,W8FN,39,35,W1NT-2
19:00:06,14030.4,EA6BF,31,44,OK1FCJ
19:00:06,14035.2,VE3JM,34,7,IT9GSF
19:00:06,14037.6,N4HAI,28,10,W1NT-2
19:00:06,14041.3,N5RZ,39,34,KD7EFG
19:00:06,14043.2,K5UV,37,14,W1NT-2
19:00:06,14055.0,EA4DE,17,29,IT9GSF
19:00:06,14072.8,I5EEE,23,24,IT9GSF
19:00:07,14027.8,W8FN,40,12,DL1HWS
19:00:07,14028.0,W8FN,40,9,DL5RCN
19:00:07,14030.6,EA6BF,28,21,DL5RCN
19:00:07,14031.0,K3WW,40,12,S53WW
19:00:07,14035.2,EC5ACA,17,8,DL5RCN
19:00:07,14055.0,EA4DE,17,20,S53WW
19:00:08,14027.7,W8FN,39,32,KM3T-5
19:00:08,14027.8,W8FN,40,17,AC0C-1
19:00:08,14027.8,W8FN,39,31,KM3T-3
19:00:08,14030.4,EA6BF,31,43,MM0ZBH
19:00:08,14030.4,AD4EB,36,8,S53A
19:00:08,14031.0,K3WW,40,22,K4PP
19:00:08,14041.0,TA3DKT,32,15,SE5E
19:00:08,14043.2,K5UV,37,10,KM3T-3
19:00:08,14055.0,EA4DE,17,22,SE5E
19:00:08,14055.0,EA4DE,17,24,S53A
19:00:09,14027.4,N8KH,37,8,ND7K
19:00:09,14027.4,N8KH,37,12,WA7LNW
19:00:09,14027.7,W8FN,40,9,ND7K
19:00:09,14027.8,W8FN,39,18,TI7W
19:00:09,14027.8,W8FN,39,30,KM3T-2
19:00:09,14027.8,W8FN,39,13,WA7LNW
19:00:09,14028.0,HA6NL,32,4,DK0KK
19:00:09,14031.0,K3WW,34,25,TI7W
19:00:09,14031.5,EA1X,39,12,SZ1A
19:00:09,14039.6,W8CAR,39,33,K3PA-1
19:00:09,14041.3,N5RZ,40,9,KM3T-2
19:00:09,14041.3,N5RZ,39,38,ND7K
19:00:09,14043.2,K5UV,37,17,K6FOD
19:00:09,14043.2,K5UV,38,14,TI7W
19:00:09,14043.2,K5UV,37,17,ND7K
19:00:09,14055.0,EA4DE,17,15,OH6BG
19:00:10,14026.6,W1WEF,35,4,N7VVX
19:00:10,14027.7,W8FN,39,11,VE6WZ
19:00:10,14027.8,W8FN,38,30,W2NNN
19:00:10,14031.0,K3WW,40,18,VE6WZ
19:00:10,14041.2,N5RZ,40,16,VE6WZ
19:00:10,14055.0,EA4DE,17,12,ES2RR
19:00:11,14027.7,W8FN,39,11,VE6WZ-3
19:00:11,14027.8,W8FN,40,31,W1NT-6
19:00:11,14031.0,K3WW,40,18,VE6WZ-3
19:00:11,14031.0,K3WW,40,13,HA2NA
19:00:11,14035.0,ON7PQ,29,5,W1NT-6
19:00:11,14041.2,N5RZ,40,16,VE6WZ-3
19:00:11,14055.0,EA4DE,17,26,DK3WW
19:00:11,14055.0,EA4DE,17,19,HA2NA
19:00:12,14027.8,W8FN,39,10,W6YX
19:00:12,14030.3,EA6BF,29,30,DR4W
19:00:12,14031.0,K3WW,40,25,W6YX
19:00:12,14031.0,K3WW,37,8,G4ZFE
19:00:12,14043.2,K5UV,38,19,W8WWV
19:00:12,14043.2,K5UV,37,17,W6YX
19:00:13,14027.4,N8KH,37,10,DL8LAS
19:00:13,14027.8,W8FN,39,12,DK0TE
19:00:13,14031.0,K3WW,41,9,DL8LAS
19:00:13,14031.0,K3WW,40,33,K5TR
19:00:13,14031.0,K3WW,41,14,N6TV
19:00:13,14031.0,K3WW,40,13,DK0TE
19:00:13,14041.3,N5RZ,39,11,N9CO
19:00:13,14055.0,EA4DE,17,16,S50U
19:00:13,14057.0,N2ETH,19,17,N9CO
19:00:14,14027.8,W8FN,38,7,DK9IP
19:00:14,14027.8,W8FN,40,16,K9IMM
19:00:14,14031.0,K3WW,40,26,K7CO
19:00:14,14039.6,W8CAR,38,26,WX7V/5
19:00:14,14042.4,KT5U,31,6,K7CO
19:00:14,14043.2,K5UV,37,12,WE9V
19:00:14,14055.1,EA4DE,17,11,HG8A
19:00:14,14056.9,N2ETH,19,9,WE9V
19:00:14,14057.0,N2ETH,19,7,K9IMM
19:00:15,14027.5,PA3DBS,31,11,RK3TD-2
19:00:15,14033.0,OH6NVC,28,12,LZ5DI
19:00:15,14033.0,OH6NVC,28,14,IK3STG
19:00:15,14041.3,N5RZ,39,14,KH6LC
19:00:16,14027.4,N8KH,38,9,DL8LAS-1
19:00:16,14027.7,W8FN,40,22,IT9GSF
19:00:16,14027.8,W8FN,38,14,OE9GHV
19:00:16,14027.8,W8FN,39,25,WC2L
19:00:16,14035.0,ON7PQ,29,5,W1NT-2
19:00:16,14041.3,N5RZ,39,10,IT9GSF
19:00:17,14027.5,PA3DBS,31,12,RK3TD
19:00:17,14027.8,W8FN,39,13,S53WW
19:00:17,14027.8,W8FN,40,17,W2MV
19:00:17,14031.1,K3WW,40,15,IK4VET
19:00:17,14034.4,KG9X,39,20,KD7EFG
19:00:17,14035.5,N3OC,26,3,AK6RI-1
19:00:18,14025.1,VB7F,31,22,AC0C-1
19:00:18,14031.0,K3WW,39,10,ZL4YL
19:00:18,14033.0,OH6NVC,28,20,EA2RCF-4
19:00:18,14033.0,OH6NVC,28,24,F4GOU
19:00:19,14023.6,WT9U,39,24,KM3T-2
19:00:19,14027.7,W8FN,39,7,DK0KK
19:00:19,14027.8,W8FN,40,32,S53A
19:00:19,14028.1,W8XAL,36,17,K6FOD
19:00:19,14028.1,W8XAL,35,10,KM3T-2
19:00:19,14030.4,EA6BF,37,34,OH6BG
19:00:19,14031.1,K3WW,39,18,K5EM
19:00:19,14031.3,K5SJC,33,5,K6FOD
19:00:19,14032.7,N4BP,31,4,K6FOD
19:00:19,14033.0,OH6NVC,28,16,EA5WU
19:00:19,14041.3,N5RZ,40,10,KM3T-5
19:00:20,14023.6,WT9U,41,22,WA7LNW
19:00:20,14023.6,WT9U,37,14,VE6WZ
19:00:20,14025.1,VB7F,31,23,ND7K
19:00:20,14025.1,VB7F,31,18,WA7LNW
19:00:20,14025.1,VB7F,31,15,N7VVX
19:00:20,14027.8,W8FN,39,9,K3PA-1
19:00:20,14028.1,W8XAL,36,39,K3PA-1
19:00:20,14028.1,W8XAL,36,28,ND7K
19:00:20,14028.1,W8XAL,35,5,VE6WZ
19:00:20,14028.2,W8XAL,35,12,W2NNN
19:00:20,14030.0,N7US,37,10,VE6WZ
19:00:20,14030.4,AD4EB,34,5,WA7LNW
19:00:20,14038.6,K4PI,37,8,VE6WZ
19:00:21,14023.6,WT9U,37,14,VE6WZ-3
19:00:21,14027.5,PA3DBS,31,9,LZ3CB
19:00:21,14028.1,W8XAL,35,5,VE6WZ-3
19:00:21,14038.6,K4PI,37,5,DO4DXA
19:00:22,14012.0,M0PKD,18,15,LZ4AE
19:00:22,14012.0,M0PKD,19,15,LZ4AE
19:00:22,14012.0,M0PKD,18,21,W1NT-6
19:00:22,14012.0,M0PKD,18,17,LZ7AA
19:00:22,14023.6,WT9U,38,11,W1NT-6
19:00:22,14024.8,K1VUT,32,38,W8WWV
19:00:22,14025.1,VB7F,31,26,W8WWV
19:00:22,14028.1,W8XAL,36,20,WB6BEE
19:00:22,14028.1,W8XAL,35,23,W8WWV
19:00:22,14033.0,OH6NVC,28,10,LZ4AE
19:00:22,14033.0,OH6NVC,27,10,LZ4AE
19:00:22,14033.0,OH6NVC,28,9,LZ7AA
19:00:22,14035.5,NA4J,33,19,W1NT-6
19:00:22,14037.7,N3SD,37,19,W1NT-6
19:00:22,14039.2,K7RL,40,30,WB6BEE
19:00:23,14023.6,WT9U,38,21,W6YX
19:00:23,14023.6,WT9U,40,10,ZF9CW
19:00:23,14023.6,WT9U,40,21,K5TR
19:00:23,14024.8,K1VUT,32,18,W8WTS
19:00:23,14024.8,K1VUT,32,15,K5TR
19:00:23,14025.1,VB7F,32,33,W6YX
19:00:23,14025.1,VB7F,31,14,ZF9CW
19:00:23,14025.1,VB7F,31,21,VE7CC
19:00:23,14025.1,VB7F,31,21,VE7CC
19:00:23,14025.1,VB7F,31,31,K5TR
19:00:23,14027.7,W8FN,39,9,K5TR
19:00:23,14027.8,W8FN,39,33,ZF9CW
19:00:23,14027.8,W8FN,39,30,N2YCH
19:00:23,14028.1,W8XAL,36,21,ZF9CW
19:00:23,14028.1,W8XAL,35,18,K5TR
19:00:23,14028.2,W8XAL,35,11,N2YCH
19:00:23,14030.0,N7US,37,5,VE7CC
19:00:23,14030.0,N7US,37,5,VE7CC
19:00:23,14030.4,EA6BF,34,15,EI4HQ
19:00:23,14033.0,OH6NVC,28,40,EI4HQ
19:00:23,14039.0,W7SW,25,45,K5TR
19:00:23,14039.3,K7RL,39,20,W8WTS
19:00:23,14039.3,K7RL,40,15,N2YCH
19:00:23,14039.3,K7RL,40,8,VE7CC
19:00:23,14039.3,K7RL,40,8,VE7CC
19:00:23,14040.5,NE5A,30,11,W6YX
19:00:24,14023.6,WT9U,38,14,N6TV
19:00:24,14024.8,K1VUT,32,19,WE9V
19:00:24,14025.1,VB7F,31,14,N6TV
19:00:24,14025.1,VB7F,31,26,K7CO
19:00:24,14025.1,VB7F,31,29,WE9V
19:00:24,14027.8,W8FN,39,5,HB9BXE
19:00:24,14027.8,W8FN,39,9,W3RGA
19:00:24,14027.8,W8FN,39,8,DM6EE
19:00:24,14027.8,W8FN,39,7,DP5G
19:00:24,14028.1,W8XAL,35,12,W3RGA
19:00:24,14028.1,W8XAL,35,13,N6TV
19:00:24,14028.1,W8XAL,35,19,K7CO
19:00:24,14031.3,K5SJC,33,18,WE9V
19:00:24,14037.7,N4HAI,28,16,WX7V/5
19:00:24,14037.7,N3SD,37,21,WX7V/5
19:00:24,14038.6,K4PI,37,10,KD2M
19:00:24,14039.0,W7SW,25,31,W3RGA
19:00:24,14039.0,W7SW,26,15,N6TV
19:00:24,14039.2,K7RL,40,32,WE9V
19:00:24,14039.3,K7RL,39,27,W3RGA
19:00:24,14039.3,K7RL,40,8,KD2M
19:00:24,14039.3,K7RL,38,40,K7CO
19:00:24,14041.3,N5RZ,36,14,K7CO
19:00:25,14012.0,M0PKD,19,23,IK7YTT
19:00:25,14012.0,M0PKD,18,7,LZ5DI
19:00:25,14024.8,K1VUT,33,30,K9IMM
19:00:25,14024.8,K1VUT,32,10,K9LC
19:00:25,14024.8,K1VUT,32,14,K7EK
19:00:25,14025.1,VB7F,30,17,K9IMM
19:00:25,14025.1,VB7F,31,22,K9LC
19:00:25,14025.1,VB7F,31,9,K1RA-4
19:00:25,14027.8,W8FN,39,35,AA4PA
19:00:25,14027.8,W8FN,40,8,K1RA-4
19:00:25,14028.1,W8XAL,35,29,K9IMM
19:00:25,14028.1,W8XAL,35,20,K9LC
19:00:25,14028.1,W8XAL,35,6,K7EK
19:00:25,14028.1,W8XAL,35,11,NG7M
19:00:25,14028.1,W8XAL,36,20,K1RA-4
19:00:25,14030.0,N7US,35,6,W2NAF
19:00:25,14031.3,K5SJC,33,6,K1RA-4
19:00:25,14033.1,OH6NVC,28,5,LZ5DI
19:00:25,14035.0,ON7PQ,29,3,RK3TD-2
19:00:25,14035.9,N6CHU,28,22,NG7M
19:00:25,14035.9,N6CHU,28,27,K1RA-4
19:00:25,14037.7,N3SD,39,7,WT8P
19:00:25,14038.6,K4PI,37,15,K1RA-4
19:00:25,14038.6,K4PI,37,14,W2NAF
19:00:25,14038.7,K4PI,37,31,K7EK
19:00:25,14039.0,W7SW,25,28,K9LC
19:00:25,14039.0,W7SW,26,31,NG7M
19:00:25,14039.0,W7SW,26,37,K1RA-4
19:00:25,14039.1,W7SW,25,23,K7EK
19:00:25,14039.2,K7RL,40,17,K9LC
19:00:25,14039.3,K7RL,39,26,K9IMM
19:00:25,14039.3,K7RL,40,21,AA4PA
19:00:25,14039.3,K7RL,39,13,WT8P
19:00:25,14039.3,K7RL,40,10,K7EK
19:00:25,14039.3,K7RL,40,35,K1RA-4
19:00:25,14039.3,K7RL,39,14,W2NAF
19:00:25,14040.6,NE5A,30,26,K7EK
19:00:26,14012.0,M0PKD,18,21,W1NT-2
19:00:26,14023.6,WT9U,37,23,W1NT-2
19:00:26,14025.1,VB7F,31,12,W1NT-2
19:00:26,14027.8,W8FN,39,9,N2EPE
19:00:26,14028.0,HA6NL,33,15,IK3STG
19:00:26,14028.1,W8XAL,35,11,N2EPE
19:00:26,14028.1,W8XAL,35,11,WC2L
19:00:26,14028.1,W8XAL,35,9,NU4F
19:00:26,14028.1,W8XAL,35,16,W1NT-2
19:00:26,14028.9,WA3AAN,34,10,NU4F
19:00:26,14031.3,K5SJC,33,7,KC4YVA
19:00:26,14034.1,VE5UO,31,7,N2EPE
19:00:26,14035.9,N6CHU,27,8,WC2L
19:00:26,14035.9,N6CHU,28,19,W1NT-2
19:00:26,14038.6,K4PI,37,29,WC2L
19:00:26,14039.0,W7SW,26,24,KC4YVA
19:00:26,14039.0,W7SW,26,40,W1NT-2
19:00:26,14039.3,K7RL,39,24,KC4YVA
19:00:26,14039.3,K7RL,39,21,WC2L
19:00:26,14039.3,K7RL,40,12,NU4F
19:00:26,14039.3,K7RL,40,31,W1NT-2
19:00:27,14012.0,M0PKD,18,30,IT9GSF
19:00:27,14025.1,VB7F,31,8,AK6RI-1
19:00:27,14028.0,HA6NL,32,14,JN1ILK
19:00:27,14028.0,HA6NL,32,13,IT9GSF
19:00:27,14028.1,W8XAL,35,12,AK6RI-1
19:00:27,14035.9,N6CHU,28,14,AK6RI-1
19:00:27,14039.0,W7SW,26,13,AK6RI-1
19:00:27,14039.3,K7RL,40,26,AK6RI-1
19:00:27,14041.3,N5RZ,38,17,AK6RI-1
19:00:27,14041.7,SM5IMO,33,15,IT9GSF
19:00:27,14042.6,KT5V,31,4,DL5RCN
19:00:28,14023.6,WT9U,38,25,KD7EFG
19:00:28,14023.6,WT9U,39,25,KM3T-3
19:00:28,14024.8,K1VUT,32,10,K4PP
19:00:28,14027.4,N8KH,37,22,KD7EFG
19:00:28,14028.1,W8XAL,35,7,K4PP
19:00:28,14028.1,W8XAL,36,14,N4HAC
19:00:28,14028.1,W8XAL,35,11,KM3T-3
19:00:28,14034.1,VE5UO,30,4,ZL4YL
19:00:28,14035.9,N6CHU,27,8,K4PP
19:00:28,14035.9,N6CHU,28,22,N4HAC
19:00:28,14035.9,N6CHU,27,10,KM3T-3
19:00:28,14039.0,W7SW,26,29,N4HAC
19:00:28,14039.0,W7SW,26,21,ZL4YL
19:00:28,14039.0,W7SW,25,41,KM3T-3
19:00:28,14039.3,K7RL,38,16,K4PP
19:00:28,14039.3,K7RL,40,31,N4HAC
19:00:28,14039.3,K7RL,40,17,KM3T-3
19:00:28,14040.5,NE5A,27,21,KD7EFG
19:00:28,14040.5,NE5A,31,7,K4PP
19:00:28,14041.3,N5RZ,38,10,KM3T-3
19:00:28,14041.5,K0RX,33,22,KM3T-3
19:00:28,14041.7,SM5IMO,32,13,EA2RCF-4
19:00:28,14042.4,KT5V,31,23,KD7EFG
19:00:29,14023.6,WT9U,39,37,AC0C-1
19:00:29,14023.6,WT9U,39,26,KM3T-5
19:00:29,14024.8,K1VUT,32,8,S53A
19:00:29,14024.8,K1VUT,32,17,TI7W
19:00:29,14025.1,VB7F,31,9,TI7W
19:00:29,14027.0,W5TM,38,10,AC0C-1
19:00:29,14028.1,W8XAL,35,38,AC0C-1
19:00:29,14028.1,W8XAL,34,5,VE6AO
19:00:29,14028.1,W8XAL,35,12,KM3T-5
19:00:29,14028.1,W8XAL,35,12,TI7W
19:00:29,14031.3,K5SJC,32,16,AC0C-1
19:00:29,14035.9,N6CHU,28,45,AC0C-1
19:00:29,14035.9,N6CHU,28,10,KM3T-5
19:00:29,14036.0,N6CHU,28,14,TI7W
19:00:29,14039.0,W7SW,26,46,AC0C-1
19:00:29,14039.0,W7SW,26,14,EA5WU
19:00:29,14039.0,W7SW,26,41,KM3T-5
19:00:29,14039.2,K7RL,37,18,KM3T-5
19:00:29,14039.3,K7RL,40,17,TI7W
19:00:29,14040.5,NE5A,29,6,S53A
19:00:30,14023.6,WT9U,39,37,K3PA-1
19:00:30,14023.6,WT9U,38,12,ND7K
19:00:30,14024.8,K1VUT,32,8,K3PA-1
19:00:30,14024.8,K1VUT,32,9,WA7LNW
19:00:30,14025.5,W8FJ,43,17,K5EM
19:00:30,14027.5,PA3DBS,31,9,RU9CZD
19:00:30,14028.2,W8XAL,38,17,K5EM
19:00:30,14031.3,K5SJC,33,17,K3PA-1
19:00:30,14034.0,VE5UO,32,9,K6FOD
19:00:30,14034.1,VE5UO,32,14,K5EM
19:00:30,14034.1,VE5UO,32,9,W2NNN
19:00:30,14035.9,N6CHU,27,15,K6FOD
19:00:30,14035.9,N6CHU,28,9,KM3T-2
19:00:30,14035.9,N6CHU,28,32,K3PA-1
19:00:30,14035.9,N6CHU,28,24,ND7K
19:00:30,14036.0,N6CHU,28,5,K5EM
19:00:30,14036.0,N6CHU,28,27,WA7LNW
19:00:30,14038.6,K4PI,37,15,ND7K
19:00:30,14039.0,W7SW,25,39,KM3T-2
19:00:30,14039.0,W7SW,25,38,K3PA-1
19:00:30,14039.1,W7SW,26,29,W2NNN
19:00:30,14039.3,K7RL,39,16,KM3T-2
19:00:30,14039.3,K7RL,40,23,W2NNN
19:00:30,14039.3,K7RL,40,36,ND7K
19:00:30,14040.5,NE5A,30,13,KM3T-2
19:00:30,14040.5,NE5A,30,16,WA7LNW
19:00:30,14041.5,K0RX,34,21,KM3T-2
19:00:30,14041.6,K0RX,34,17,W2NNN
19:00:30,14041.7,SM5IMO,32,24,RU9CZD
19:00:31,14032.0,N4IQ,36,9,VE6WZ
19:00:31,14032.7,N4BP,31,51,ES2RR
19:00:31,14035.0,ON7PQ,29,4,LZ3CB
19:00:31,14035.9,N6CHU,28,29,N7VVX
19:00:31,14036.8,F5SGI,30,2,LZ3CB
19:00:31,14039.0,W7SW,26,25,N7VVX
19:00:31,14039.3,K7RL,40,27,N7VVX
19:00:31,14041.5,K0RX,33,7,VE6WZ
19:00:32,14027.8,W8FN,39,14,DK9IP-1
19:00:32,14035.9,N6CHU,28,13,W1NT-6
19:00:32,14036.8,F5SGI,30,26,LZ4AE
19:00:32,14036.8,F5SGI,30,26,LZ4AE
19:00:32,14036.8,F5SGI,30,16,LZ7AA
19:00:32,14039.0,W7SW,26,26,W1NT-6
19:00:32,14039.3,K7RL,40,24,W1NT-6
19:00:32,14041.5,K0RX,33,7,VE6WZ-3
19:00:32,14042.3,KT5V,31,9,DR4W
19:00:32,14042.4,KT5V,31,5,DK9IP-1
19:00:33,14024.8,K1VUT,31,15,ZF9CW
19:00:33,14024.9,VB7F,31,13,VE4DRK
19:00:33,14027.5,PA3DBS,31,11,BD8CS
19:00:33,14028.0,HA6NL,32,17,BD8CS
19:00:33,14028.1,W8XAL,36,32,W6YX
19:00:33,14031.9,N4IQ,36,5,W6YX
19:00:33,14035.9,N6CHU,28,22,WB6BEE
19:00:33,14035.9,N6CHU,27,23,W8WWV
19:00:33,14035.9,N6CHU,28,36,W6YX
19:00:33,14036.0,N6CHU,28,21,ZF9CW
19:00:33,14036.8,F5SGI,30,17,BD8CS
19:00:33,14037.0,SM6M,31,13,WB6BEE
19:00:33,14039.0,W7SW,26,37,WB6BEE
19:00:33,14039.0,W7SW,26,34,W8WWV
19:00:33,14041.0,DK9PY,37,20,DL8LAS
19:00:33,14041.5,K0RX,33,24,WB6BEE
19:00:33,14041.5,K0RX,33,13,W8WTS
19:00:33,14042.3,KT5V,31,12,WB6BEE
19:00:34,14024.8,K1VUT,31,24,N9CO
19:00:34,14025.1,VB7F,31,8,W3RGA
19:00:34,14025.1,VB7F,31,14,N9CO
19:00:34,14027.8,W8FN,38,8,N9CO
19:00:34,14027.8,W8FN,39,7,HG8A
19:00:34,14027.8,W8FN,39,5,DL8LAS-3
19:00:34,14028.1,W8XAL,36,32,N9CO
19:00:34,14028.9,WA3AAN,34,14,K5TR
19:00:34,14031.3,K5SJC,32,19,N9CO
19:00:34,14031.9,N4IQ,36,8,K5TR
19:00:34,14034.1,VE5UO,31,9,N6TV
19:00:34,14034.1,VE5UO,31,26,WE9V
19:00:34,14035.5,NA4J,33,21,K7CO
19:00:34,14035.5,N3OC,40,16,WE9V
19:00:34,14035.9,N6CHU,28,30,N6TV
19:00:34,14035.9,N6CHU,27,19,WE9V
19:00:34,14036.0,N6CHU,28,38,K7CO
19:00:34,14039.3,K7RL,39,22,N9CO
19:00:34,14039.3,K7RL,39,34,N6TV
19:00:34,14041.5,K0RX,34,12,K5TR
19:00:34,14041.5,K0RX,34,11,W3RGA
19:00:34,14052.5,W4LOO,24,17,N6TV
19:00:35,14023.6,WT9U,38,25,AA4PA
19:00:35,14024.8,K1VUT,32,18,AA4PA
19:00:35,14027.5,PA3DBS,32,3,IK7YTT
19:00:35,14028.1,W8XAL,35,16,AA4PA
19:00:35,14028.9,WA3AAN,33,17,K9IMM
19:00:35,14031.3,K5SJC,32,10,K9IMM
19:00:35,14031.3,K5SJC,33,9,K9LC
19:00:35,14031.3,K5SJC,33,9,AA4PA
19:00:35,14032.5,KO4KW,37,44,K9IMM
19:00:35,14034.1,VE5UO,31,10,WX7V/5
19:00:35,14035.5,N3OC,40,36,AA4PA
19:00:35,14035.9,N6CHU,28,13,K9IMM
19:00:35,14036.0,N6CHU,28,22,WX7V/5
19:00:35,14036.8,F5SGI,30,40,IK7YTT
19:00:35,14039.3,K7RL,39,39,WX7V/5
19:00:35,14041.5,K0RX,33,11,AA4PA
19:00:36,14027.8,W8FN,39,9,W2NAF
19:00:36,14028.1,W8XAL,35,11,KC4YVA
19:00:36,14032.0,N4IQ,36,3,W2NAF
19:00:36,14033.0,OH6NVC,28,13,LZ4UX
19:00:36,14035.9,N6CHU,28,11,N2EPE
19:00:36,14041.0,DK9PY,37,20,DL8LAS-1
19:00:36,14041.5,K0RX,33,14,KC4YVA
19:00:36,14041.5,K0RX,33,22,N2EPE
19:00:36,14058.0,W7BTR,20,1,K1RA-4
19:00:37,14027.5,PA3DBS,31,9,YO5LD
19:00:37,14033.0,OH6NVC,27,11,S53WW
19:00:37,14036.8,F5SGI,30,27,ES5PC
19:00:37,14036.8,F5SGI,30,26,YO2KAR
19:00:37,14036.8,F5SGI,30,7,UY2RA
19:00:37,14041.5,K0RX,33,21,WC2L
19:00:37,14041.5,K0RX,33,22,W1NT-2
19:00:38,14027.6,PA3DBS,32,6,BG7IEJ
19:00:38,14027.8,W8FN,39,10,IK4VET
19:00:38,14028.9,WA3AAN,35,4,K4PP
19:00:38,14035.5,N3OC,40,14,WS3W
19:00:38,14036.8,F5SGI,30,25,UT5R
19:00:38,14036.9,F5SGI,30,12,BG7IEJ
19:00:39,14028.1,W8XAL,36,21,KD7EFG
19:00:39,14028.1,W8XAL,35,13,ZL4YL
19:00:39,14028.6,OH1SIC,27,20,EA5WU
19:00:39,14030.4,AD4EB,30,10,KD7EFG
19:00:39,14036.8,F5SGI,30,18,EA5WU
19:00:39,14039.3,K7RL,40,48,KD7EFG
19:00:39,14039.3,K7RL,40,8,ZL4YL
19:00:39,14041.5,K0RX,33,24,N4HAC
19:00:39,14041.5,K0RX,33,10,AC0C-1
19:00:39,14041.5,K0RX,34,23,KM3T-5
19:00:40,14025.1,VB7F,31,20,K3PA-1
19:00:40,14028.5,AI5IN,30,25,TI7W
19:00:40,14031.4,K5SJC,33,7,K5EM
19:00:40,14036.7,F5SGI,29,33,YO2CK
19:00:40,14036.8,F5SGI,30,36,OH6BG
19:00:41,14028.5,AB5SE,34,21,ND7K
19:00:41,14034.7,W7LG,31,5,VE6WZ
19:00:41,14035.5,NA4J,31,3,N7VVX
19:00:41,14041.5,K0RX,34,17,WA7LNW
19:00:41,14042.4,KT5V,30,9,VE6WZ
19:00:41,14052.5,W4LOO,24,36,WA7LNW
19:00:42,14034.7,W7LG,31,5,VE6WZ-3
19:00:43,14025.1,VB7F,31,12,WB6BEE
19:00:43,14025.1,VB7FCWT,31,34,W6YX
19:00:43,14027.8,W8FN,39,5,DL8LAS
19:00:43,14028.1,W8XAL,35,9,W1NT-6
19:00:43,14028.3,AI5IN,35,11,VE4DRK
19:00:43,14028.6,OH1SIC,27,8,BD8CS
19:00:43,14031.1,K5SJC,33,11,VE4DRK
19:00:43,14033.0,OH6NVC,27,13,BD8CS
19:00:43,14035.8,N6CHU,27,17,VE4DRK
19:00:43,14041.3,N5RZ,40,11,W1NT-6
19:00:43,14041.5,K0RX,33,18,W1NT-6
19:00:43,14041.5,K0RX,35,35,W8WWV
19:00:43,14041.6,K0RX,33,16,N2YCH
19:00:44,14035.9,N6CHU,28,8,W3RGA
19:00:44,14035.9,N6CHU,28,36,K5TR
19:00:44,14035.9,N6CHU,28,14,N9CO
19:00:44,14041.3,N5RZ,39,12,W8WTS
19:00:44,14043.2,K5UV,34,31,N9CO
19:00:45,14023.6,WT9U,39,20,K7CO
19:00:46,14041.5,K0RX,33,23,K1RA-4
19:00:46,14043.2,K5UV,37,15,AA4PA
19:00:47,14024.8,K1VUT,31,5,NU4F
19:00:47,14033.0,OH6NVC,28,18,IT9GSF
19:00:47,14037.1,SM6M,32,10,KC4YVA
19:00:47,14043.2,K5UV,37,7,IT9GSF
19:00:47,14045.3,N5NA,31,13,NU4F
19:00:47,14045.3,N5NA,33,26,W1NT-2
