utc,freq_khz,dx_call,wpm,snr_db,spotter
19:15:20,14046.1,AD8J,32,36,VE6WZ-3
19:15:20,14046.1,AD8J,30,41,K9IMM
19:15:20,14046.1,AD8J,30,7,NU4F
19:15:20,14058.0,W7BTR,20,2,VE6WZ-3
19:15:21,14035.0,EA5M,36,33,DL1HWS-4
19:15:21,14035.5,N3OC,38,9,PA5KT-4
19:15:21,14046.1,AD8J,29,33,W1NT-2
19:15:21,14046.1,AD8J,30,35,KM3T-2
19:15:22,14035.0,EA5M,37,30,SE5E
19:15:22,14042.9,N4BA,35,18,WX7V/5
19:15:22,14046.1,AD8J,29,48,AC0C-1
19:15:22,14046.1,AD8J,30,40,WX7V/5
19:15:22,14046.1,AD8J,29,28,W1NT-6
19:15:22,14046.1,AD8J,30,37,KM3T-5
19:15:22,14052.5,W4LOO,24,8,W1NT-6
19:15:23,14038.5,K4PI,36,25,VE6WZ
19:15:23,14046.1,AD8J,31,23,VE6WZ
19:15:23,14046.1,AD8J,32,36,VE6WZ
19:15:23,14046.2,AD8J,30,29,N2YCH
19:15:23,14052.5,W4LOO,24,16,K1RA-4
19:15:23,14058.0,W7BTR,20,2,VE6WZ
19:15:24,14046.1,AD8J,30,43,AA4PA
19:15:24,14046.1,AD8J,29,9,KD2M
19:15:25,14024.9,W8FJ,41,10,S53A
19:15:25,14026.4,WG3J,42,22,S53A
19:15:25,14031.2,VE3NZ,31,39,K7CO
19:15:25,14036.0,EA4RKC,19,8,DK0TE
19:15:25,14042.0,K1TR,39,13,W6YX
19:15:25,14045.3,N5NA,32,4,DP5G
19:15:25,14046.2,AD8J,30,40,W6YX
19:15:25,14046.2,AD8J,30,10,K7CO
19:15:26,14024.4,K1DW,33,9,EI4HQ
19:15:26,14028.5,W4SPR,31,35,TI7W
19:15:26,14028.6,W4SPR,32,12,W2NNN
19:15:26,14035.0,EA5M,32,42,DL1HWS-3
19:15:26,14036.2,W5TM,36,14,ND7K
19:15:26,14041.9,K1TR,40,16,K9LC
19:15:26,14046.1,AD8J,30,16,WE9V
19:15:26,14046.2,AD8J,30,17,TI7W
19:15:26,14052.5,W4LOO,25,29,ND7K
19:15:27,14030.0,N7US,37,24,K5TR
19:15:27,14046.1,AD8J,29,14,K5TR
19:15:28,14036.2,W5TM,36,16,WA7LNW
19:15:28,14050.0,IT9DNW,21,9,MM9PSY
19:15:29,14026.4,WG3J,42,18,K5EM
19:15:29,14028.5,W4SPR,32,21,W8WWV
19:15:29,14043.0,N4BA,37,7,K5EM
19:15:31,14036.2,W5TM,36,36,N9CO
19:15:31,14052.5,W4LOO,25,11,W1NT-2
19:15:32,14029.6,KH7X,42,28,AC0C-1
19:15:32,14032.5,HA7I,36,8,SE5E
19:15:32,14036.2,W5TM,38,10,W1NT-6
19:15:32,14038.0,E70T,34,27,WX7V/5
19:15:32,14039.6,W8CAR,28,34,AC0C-1
19:15:32,14050.0,IT9DNW,21,15,PE5TT
19:15:34,14032.5,HA7I,36,10,VU2TUM
19:15:34,14036.2,W5TM,37,6,ZL4YL
19:15:35,14038.0,E70T,35,13,WC2L
19:15:35,14042.9,N4BA,36,29,KD7EFG
19:15:35,14043.2,K5UV,36,8,WC2L
19:15:35,14052.5,W4LOO,24,19,W6YX
19:15:36,14036.1,W5TM,39,11,VE4DRK
19:15:36,14036.2,W5TM,38,28,WE9V
19:15:38,14027.8,W8FN,35,26,NG7M
19:15:38,14042.9,N4BA,35,5,DL8LAS-3
19:15:39,14028.8,W0UO,34,15,N4HAC
19:15:39,14040.9,K5OHY,28,25,K3PA-1
19:15:39,14042.0,K1TR,37,20,KM3T-3
19:15:39,14042.9,N4BA,33,17,K3PA-1
19:15:40,14036.0,EA4RKC,19,14,HA8TKS
19:15:40,14039.3,K7RL,40,25,ZF9CW
19:15:40,14042.9,N4BA,36,8,IT9GSF
19:15:40,14042.9,N4BA,35,5,DL8LAS
19:15:41,14025.3,TK4TZ,39,23,K9IMM
19:15:41,14032.2,N3RD,42,9,PI4CC
19:15:41,14035.2,VE3JM,38,6,IK4VET
19:15:41,14035.6,VE3KIU,29,4,S53WW
19:15:41,14036.2,K4GM,30,21,K9IMM
19:15:41,14042.0,K1TR,38,25,W1NT-2
19:15:41,14042.9,N4BA,35,10,N6TV
19:15:42,14028.5,W4SPR,31,5,K4PP
19:15:42,14038.0,E70T,34,5,WS3W
19:15:42,14042.0,K1TR,40,7,K4PP
19:15:43,14042.0,K1TR,37,23,WX7V/5
19:15:44,14031.4,K5SJC,34,2,AK6RI-1
19:15:45,14026.8,VE9KK,31,13,S53A
19:15:45,14031.2,VE3NZ,32,4,DK9IP-1
19:15:45,14042.0,K1TR,38,19,S53A
19:15:45,14045.3,N5NA,32,4,DK9IP-1
19:15:46,14030.0,N7US,37,38,KD7EFG
19:15:46,14033.0,WJ9B,35,11,WE9V
19:15:46,14043.3,K5UV,37,8,W2NNN
19:15:46,14046.0,AD8J,29,9,VE4DRK
19:15:46,14058.9,N2ETH,19,2,WE9V
19:15:47,14036.0,EA4RKC,20,15,LZ4AE
19:15:47,14036.0,EA4RKC,20,15,LZ4AE
19:15:47,14046.1,AD8J,37,24,K9LC
19:15:47,14046.1,AD8J,34,21,ND7K
19:15:47,14055.0,K5IRH,23,18,ND7K
19:15:49,14029.3,W2RQ,43,12,K5EM
19:15:49,14031.2,VE3NZ,33,2,MM0ZBH
19:15:49,14033.3,KR2Q,37,12,DL8LAS-3
19:15:49,14034.4,KG9X,39,18,K6FOD
19:15:49,14035.0,EA5M,38,31,MM0ZBH
19:15:49,14046.1,AD8J,31,25,WA7LNW
19:15:49,14046.1,AD8J,30,20,K5EM
19:15:50,14045.0,AI5IN,38,21,IT9GSF
19:15:50,14046.1,AD8J,31,24,VE6AO
19:15:50,14055.0,K5IRH,22,13,K3PA-1
19:15:50,14055.0,K5IRH,22,15,W8WWV
19:15:51,14029.3,W2RQ,42,8,S53WW
19:15:51,14033.3,KR2Q,37,12,DL8LAS
19:15:51,14043.2,K5UV,38,7,VE6WZ-3
19:15:51,14043.2,K5UV,37,7,KM3T-2
19:15:51,14046.1,AD8J,29,32,N9CO
19:15:51,14055.0,K5IRH,22,14,K9IMM
19:15:52,14025.3,TK4TZ,28,28,AC0C-1
19:15:52,14035.0,EA5M,38,21,YO5LD
19:15:52,14055.0,K5IRH,22,16,AC0C-1
19:15:54,14035.0,EA5M,38,19,ES2RR
19:15:54,14042.9,N4BA,36,3,AK6RI-1
19:15:54,14043.2,K5UV,37,8,VE6WZ
19:15:54,14043.2,K5UV,38,7,VE6WZ
19:15:54,14043.9,K1SM,32,4,HA1VHF
19:15:55,14029.3,W2RQ,43,6,HA2NA
19:15:55,14042.9,N4BA,36,4,WT8P
19:15:55,14045.0,AI5IN,38,7,ZL3X
19:15:56,14027.8,M8FN,37,10,W6YX
19:15:56,14029.3,W2RQ,43,16,DK9IP-1
19:15:56,14029.3,W2RQ,43,36,KD7EFG
19:15:56,14035.0,EA5M,36,24,R4NCU
19:15:56,14035.0,EA5M,36,11,JN1ILK
19:15:56,14042.0,K1TR,38,30,KD7EFG
19:15:56,14043.8,K1SM,31,15,OK1HRA
19:15:56,14055.0,K5IRH,23,11,W6YX
19:15:57,14030.0,N7US,37,17,WE9V
19:15:57,14036.0,EA4RKC,19,7,EI4HQ
19:15:57,14042.0,K1TR,38,13,TI7W
19:15:57,14042.6,W7JET,38,25,W2NNN
19:15:57,14043.8,K1SM,32,4,VE4DRK
19:15:57,14055.0,K5IRH,22,8,K9LC
19:15:57,14055.0,K5IRH,22,12,TI7W
19:15:58,14031.2,VE3NZ,32,3,MM9PSY
19:15:58,14036.2,W5TM,38,13,N2EPE
19:15:58,14043.9,K1SM,31,5,G4KCM
19:15:58,14049.6,AH7R,29,3,JH7CSU1
19:15:59,14026.4,WG3J,40,7,DL8LAS-3
19:15:59,14055.0,K5IRH,22,10,WA7LNW
19:16:00,14039.6,W8CAR,38,9,VE6AO
19:16:01,14026.4,WG3J,40,7,DL8LAS
19:16:01,14042.0,K1TR,38,17,IT9GSF
19:16:02,14036.2,W5TM,36,13,N6TV
19:16:02,14042.6,W7JET,36,11,W8WTS
19:16:02,14042.9,N4BA,36,13,W1NT-2
19:16:03,14031.6,N6NT,34,7,M1GEO
19:16:03,14031.6,N6NT,34,14,K4PP
19:16:03,14031.6,N6NT,34,8,EA2RCF-4
19:16:03,14036.2,W5TM,34,20,AC0C-1
19:16:05,14029.3,W2RQ,43,6,DK0TE
19:16:05,14029.6,KH7X,39,6,AK6RI-1
19:16:05,14031.6,N6NT,33,4,KD2OGR
19:16:05,14031.6,N6NT,34,11,DK0TE
19:16:06,14024.4,K1DW,33,2,DF7GB
19:16:06,14028.8,ZA1EM,31,18,OK1HRA
19:16:06,14049.0,KE9BNN,15,6,W6YX
19:16:07,14024.9,W8FJ,39,32,K7CO
19:16:07,14029.3,W2RQ,40,13,DK9IP
19:16:07,14030.8,K3WW,39,9,VE4DRK
19:16:07,14031.6,N6NT,34,13,DK9IP
19:16:07,14032.7,N4BP,30,41,WB6BEE
19:16:07,14032.7,N4BP,32,30,WE9V
19:16:07,14032.8,N4BP,31,27,W2NNN
19:16:07,14040.9,K5OHY,29,6,W2NNN
19:16:08,14031.6,N6NT,33,12,K5TR
19:16:08,14032.7,N4BP,31,37,K5TR
19:16:08,14045.0,AI5IN,37,10,K5TR
19:16:09,14026.8,W1WEF,38,15,DL5RCN
19:16:09,14028.9,ZA1EM,30,21,OK1FCJ
19:16:09,14030.0,N7US,38,8,NG7M
19:16:09,14031.6,N6NT,34,8,DL8LAS-3
19:16:09,14032.7,N4BP,30,26,KC4YVA
19:16:09,14036.2,EA4RKC,20,27,DL5RCN
19:16:09,14038.6,W7KFI,19,3,K6FOD
19:16:10,14028.9,ZA1EM,31,21,OH6BG
19:16:10,14029.3,W2RQ,43,11,DL8LAS-1
19:16:10,14029.6,KH7X,42,32,WA7LNW
19:16:10,14031.0,K3WW,39,4,MM0ZBH
19:16:10,14031.0,K3WW,36,18,DL8LAS-1
19:16:10,14031.6,N6NT,34,8,N7VVX
19:16:10,14031.6,N6NT,33,16,VE6AO
19:16:10,14032.7,N4BP,31,25,KM3T-3
19:16:10,14032.7,N4BP,31,29,K3PA-1
19:16:10,14036.0,EA4RKC,20,19,S50U
19:16:11,14029.3,W2RQ,43,11,DL8LAS
19:16:11,14031.0,K3WW,38,17,DL8LAS
19:16:11,14031.6,N6NT,34,8,DL8LAS
19:16:11,14032.7,N4BP,31,39,W8WWV
19:16:11,14032.7,N4BP,31,21,VE6WZ-3
19:16:11,14036.0,EA4RKC,19,10,S53WW
19:16:11,14038.0,E70T,35,27,BD8CS
19:16:11,14038.0,E70T,35,13,W8WWV
19:16:12,14028.9,ZA1EM,29,22,RK3TD-2
19:16:12,14029.3,W2RQ,44,8,DL1HWS-4
19:16:12,14029.6,KH7X,36,29,N9CO
19:16:12,14029.6,KH7O,39,14,W8WTS
19:16:12,14031.0,K3WW,40,4,PE5TT
19:16:12,14032.7,N4BP,31,23,KM3T-2
19:16:12,14032.7,N4BP,31,20,W8WTS
19:16:12,14032.7,N4BP,31,30,K9IMM
19:16:12,14032.7,N4BP,32,30,W1NT-2
19:16:12,14038.0,E70T,35,30,KM3T-2
19:16:12,14038.0,E70T,35,45,N9CO
19:16:12,14038.0,E70T,34,31,PI4CC
19:16:12,14038.0,E70T,34,41,W1NT-2
19:16:12,14038.0,E70T,35,31,PA5KT-4
19:16:12,14038.1,E70T,35,21,BG7IEJ
19:16:12,14038.6,W7KFI,19,3,AA0O
19:16:12,14055.0,K5IRH,22,12,N9CO
19:16:13,14028.9,ZA1EM,29,5,HB9EMP
19:16:13,14029.2,M2RQ,42,13,SE5E
19:16:13,14032.7,N4BP,30,31,AC0C-1
19:16:13,14032.7,N4BP,31,26,K4PP
19:16:13,14032.7,N4BP,30,15,WX7V/5
19:16:13,14032.7,N4BP,32,26,KM3T-5
19:16:13,14038.0,E70T,34,25,SE5E
19:16:13,14038.0,E70T,35,32,KM3T-5
19:16:14,14029.3,W2RQ,44,9,DK3WW
19:16:14,14031.6,VE6SV,32,19,K1RA-4
19:16:14,14032.7,N4BP,31,22,W1NT-6
19:16:14,14032.7,N4BP,31,32,K1RA-4
19:16:14,14032.8,N4BP,31,24,N2YCH
19:16:14,14038.0,E70T,36,42,W1NT-6
19:16:14,14038.0,E70T,35,25,K1RA-4
19:16:14,14038.1,E70T,34,16,N2YCH
19:16:14,14045.0,AI5IN,38,8,OE9GHV
19:16:15,14032.7,N4BP,31,21,VE6WZ
19:16:15,14032.7,N4BP,31,22,KD2M
19:16:15,14055.0,K5IRH,23,24,AA4PA
19:16:16,14032.7,N4BP,30,32,W3RGA
19:16:16,14035.0,EA5M,38,11,DK9IP-1
19:16:16,14036.7,OH3BCX,32,27,LZ7AA
19:16:16,14036.7,OH3BCX,32,17,F4GOU
19:16:16,14036.7,OH3BCX,31,13,EA5WU
19:16:16,14038.0,E70T,35,36,EA5WU
19:16:16,14038.1,E70T,35,34,OH8KA
19:16:16,14055.0,K5IRH,23,5,W3RGA
19:16:17,14032.7,N4BP,30,15,W6YX
19:16:17,14034.2,KG9X,34,10,VE4DRK
19:16:17,14035.0,VE3JM,38,7,VE4DRK
19:16:17,14036.6,OH3BCX,31,10,DR4W
19:16:17,14038.0,E70T,35,10,EI4HQ
19:16:17,14038.0,E70T,35,16,JN1ILK
19:16:17,14038.0,E70T,35,20,WB6BEE
19:16:17,14039.0,W7SW,25,41,WB6BEE
19:16:17,14048.5,AB9CA,19,9,W6YX
19:16:17,14055.0,K5IRH,22,8,WB6BEE
19:16:18,14032.7,N4BP,31,25,N2EPE
19:16:18,14035.1,EA5M,37,26,HG8A
19:16:18,14036.7,OH3BCX,32,10,SZ1A
19:16:18,14038.0,E70T,35,12,SZ1A
19:16:18,14055.0,K5IRH,22,6,N2EPE
19:16:19,14035.0,EA5M,37,37,OK1FCJ
19:16:19,14036.7,OH3BCX,32,23,LZ5DI
19:16:20,14036.2,W5TM,38,13,KM3T-3
19:16:20,14036.7,OH3BCX,31,13,OH6BG
19:16:20,14036.7,OH3BCX,31,7,S50U
19:16:20,14038.0,E70T,33,31,KM3T-3
19:16:20,14039.0,W7SW,26,29,KM3T-3
19:16:20,14039.1,W7SW,25,23,WA7LNW
19:16:20,14055.0,K5IRH,22,7,K6FOD
19:16:21,14033.3,KR2Q,37,10,DL8LAS-1
19:16:21,14035.0,EA5M,38,20,RU9CZD
19:16:21,14036.7,OH3BCX,31,23,IT9GSF
19:16:21,14036.7,OH3BCX,32,13,BD8CS
19:16:21,14039.0,W7SW,25,14,IT9GSF
19:16:21,14045.0,AI5IN,38,33,K3PA-1
19:16:21,14045.0,AI5IN,38,6,DL8LAS
19:16:21,14060.0,VE4GH,18,9,K3PA-1
19:16:21,14066.5,WJ0L,21,5,W8WWV
19:16:22,14032.7,N4BP,30,36,N9CO
19:16:22,14045.0,AI5IN,13,4,DO4DXA
19:16:22,14060.0,VE4GH,20,9,VE6WZ-3
19:16:22,14060.0,VE4GH,19,18,N9CO
19:16:22,14066.5,WJ0L,21,4,N9CO
19:16:23,14032.2,N3RD,42,9,PE5TT
19:16:23,14035.1,EA5M,38,16,SQ5J
19:16:23,14039.0,W7SW,26,30,K9IMM
19:16:23,14046.5,F6HKA,29,5,SE5E
19:16:24,14036.2,W5TM,38,13,KM3T-5
19:16:24,14039.0,W7SW,25,30,KM3T-5
19:16:24,14039.1,W7SW,25,17,W1NT-6
19:16:25,14035.0,EA5M,37,28,RK3TD
19:16:25,14035.2,VE3JM,37,17,K1RA-4
19:16:25,14043.9,K1SM,32,7,GI4DOH
19:16:25,14060.0,VE4GH,20,9,VE6WZ
19:16:26,14028.9,WA3AAN,29,11,AA4PA
19:16:26,14032.7,N4BP,32,35,AA4PA
19:16:26,14039.0,W7SW,26,28,AA4PA
19:16:26,14052.5,W4LOO,25,2,VE7CC
19:16:26,14052.5,W4LOO,25,2,VE7CC
19:16:27,14026.6,W1WEF,38,37,KD7EFG
19:16:27,14031.2,VE3NZ,31,16,W6YX
19:16:27,14032.7,N4BP,30,31,KD7EFG
19:16:27,14036.6,OH3BCX,32,7,LZ3CB
19:16:27,14036.7,OH3BCX,32,44,EI4HQ
19:16:27,14039.0,W7SW,26,22,W6YX
19:16:27,14048.5,AB9CA,17,29,KD7EFG
19:16:28,14032.7,N4BP,31,20,K9LC
19:16:28,14036.7,OH3BCX,31,9,G0KTN
19:16:28,14041.9,K1TR,40,31,WE9V
19:16:29,14027.4,N8KH,37,26,KC4YVA
19:16:30,14032.7,N4BP,30,25,NG7M
19:16:30,14035.6,VE3KIU,28,4,NG7M
19:16:30,14036.0,EA4RKC,20,15,OH6BG
19:16:31,14026.6,W1WEF,38,18,IT9GSF
19:16:31,14032.7,N4BP,31,27,WA7LNW
19:16:31,14035.6,VE3KIU,28,5,DL8LAS-1
19:16:31,14035.6,VE3KIU,28,5,DL8LAS
19:16:31,14036.7,OH3BCX,31,7,DL8LAS-1
19:16:31,14036.7,OH3BCX,31,7,DL8LAS
19:16:31,14038.2,K0TG,38,28,K3PA-1
19:16:31,14041.5,K0RX,34,6,IT9GSF
19:16:31,14046.1,AD8J,31,34,K3PA-1
19:16:32,14031.0,K3WW,39,7,DK0KK
19:16:32,14036.0,EA4RKC,20,6,RU9CZD
19:16:32,14038.0,E70T,34,19,RU9CZD
19:16:33,14026.8,VE9KK,28,7,K9IMM
19:16:33,14033.0,WJ9B,35,13,VE6WZ-3
19:16:33,14041.9,K1TR,39,16,VE6WZ-3
19:16:33,14044.0,K1SM,32,2,SQ5J
19:16:34,14024.9,W8FJ,38,28,AC0C-1
19:16:34,14027.4,N8KH,36,14,KM3T-5
19:16:34,14032.5,KO4VW,34,42,AC0C-1
19:16:34,14036.0,EA4RKC,20,6,ES5PC
19:16:35,14029.3,W2RQ,44,8,N2YCH
19:16:35,14036.0,EA4RKC,20,14,ES2RR
19:16:35,14036.7,OH3BCX,32,13,ES2RR
19:16:35,14038.0,E70T,34,21,ES2RR
19:16:35,14038.0,E70T,34,9,VU2TUM
19:16:36,14028.1,W8XAL,35,11,VE6WZ
19:16:36,14031.0,K3WW,39,8,DP5G
19:16:36,14033.0,WJ9B,35,13,VE6WZ
19:16:36,14035.5,N3OC,38,7,DK0TE
19:16:36,14035.5,N3OC,37,8,DK9IP-1
19:16:36,14038.0,E70T,32,31,S53A
19:16:36,14041.9,K1TR,39,16,VE6WZ
19:16:36,14042.0,K1TA,37,10,HA2NA
19:16:36,14042.0,K1TR,39,17,AA4PA
19:16:36,14043.9,K1SM,32,8,DP5G
19:16:37,14032.7,N4BP,32,18,WC2L
19:16:37,14042.0,K1TR,38,15,K7CO
19:16:38,14023.2,AB5SE,35,21,WE9V
19:16:38,14028.2,W8XAL,33,11,W2NNN
19:16:38,14032.7,N4BP,32,27,TI7W
19:16:38,14038.0,E70T,34,10,JJ2VLY
19:16:38,14066.4,WJ0L,21,4,WE9V
19:16:39,14028.1,W8XAL,35,17,K9LC
19:16:39,14028.1,W8XAL,35,12,N2EPE
19:16:39,14036.7,OH3BCX,31,9,OK1FCJ
19:16:40,14039.0,W7SW,25,17,K6FOD
19:16:41,14032.7,N4BP,30,6,VE6AO
19:16:41,14035.9,N6CHU,27,22,ZF9CW
19:16:41,14038.0,E70T,35,28,ZF9CW
19:16:41,14040.0,KC9IL,30,27,K3PA-1
19:16:41,14049.0,KE9BNN,15,15,ZF9CW
19:16:42,14023.1,AB5SE,33,24,W8WWV
19:16:42,14032.7,N4BP,31,26,IT9GSF
19:16:42,14035.5,N3OC,39,12,IK4VET
19:16:42,14035.5,N3OC,40,14,DK0KK
19:16:42,14035.5,N3OC,41,9,PI4CC
19:16:42,14038.0,E70T,33,38,IT9GSF
19:16:43,14024.0,W4CMG,36,4,W2NAF
19:16:43,14029.3,W2RQ,43,12,PE5TT
19:16:43,14035.9,N6CHU,29,20,VE6WZ-3
19:16:43,14042.0,K1TR,37,37,N9CO
19:16:43,14053.4,K7GT,16,7,N9CO
19:16:44,14027.8,W8FN,39,6,EA2RCF-4
19:16:44,14039.3,K7RL,40,32,AC0C-1
19:16:44,14040.0,KC9IL,30,32,AC0C-1
19:16:44,14049.0,KE9BNN,15,24,WX7V/5
19:16:44,14066.5,WJ0L,21,6,AC0C-1
19:16:45,14049.0,KE9BNN,15,4,KM3T-5
19:16:46,14035.5,N3OC,39,14,DP5G
19:16:46,14035.9,N6CHU,29,20,VE6WZ
19:16:46,14040.0,KC9IL,31,11,WT8P
19:16:46,14058.0,W7BTR,20,2,VE6WZ
19:16:47,14023.1,AB5SE,34,22,AA4PA
19:16:47,14040.0,KC9IL,29,29,AA4PA
19:16:48,14023.2,AB5SE,32,11,W6YX
19:16:48,14038.0,E70T,34,13,F6KGL
19:16:48,14038.1,E70T,35,20,W2NNN
19:16:48,14043.7,KD2FSS,37,12,K7CO
19:16:49,14038.0,E70T,33,14,WE9V
19:16:49,14039.3,K7RL,39,22,N2EPE
19:16:50,14042.5,W7JET,41,24,N7VVX
19:16:50,14043.9,K1SM,32,4,NG7M
19:16:51,14032.7,N4BP,31,25,N4HAC
19:16:51,14036.7,OH3BCX,32,42,IK7YTT
19:16:51,14038.0,E70T,35,10,S50U
19:16:52,14027.7,W8FT,39,14,DK0KK
19:16:52,14032.7,N4BP,31,12,NU4F
19:16:52,14036.0,EA4RKC,20,12,BD8CS
19:16:53,14027.8,W8FN,39,12,SE5E
19:16:53,14029.2,W2RQ,43,8,DO4DXA
19:16:53,14031.0,K3WW,38,17,SE5E
19:16:53,14039.3,K7RL,39,35,W1NT-2
19:16:53,14039.3,K7RL,39,30,N9CO
19:16:53,14045.0,AI5IN,36,10,PI4CC
19:16:54,14023.2,AB5SE,36,19,K9IMM
19:16:54,14023.2,AB5SE,35,16,K4PP
19:16:54,14026.3,WG3J,42,11,N6TV
19:16:54,14036.7,OH3BCX,32,10,EA2RCF-4
19:16:54,14038.0,E70T,32,17,ES5PC
19:16:54,14039.6,W8CAR,40,19,VE6WZ-3
19:16:55,14027.4,N8KH,37,22,W1NT-6
19:16:55,14030.5,AD4EB,39,4,W2MV
19:16:55,14032.7,N4BP,30,4,KD2OGR
19:16:55,14039.3,K7RL,38,29,W1NT-6
19:16:55,14043.7,KD2FSS,27,20,AC0C-1
19:16:56,14029.2,W2RQ,42,7,DF7GB
19:16:56,14036.0,EA4RKC,20,5,DP5G
19:16:56,14039.3,K7RL,39,21,AK6RI-1
19:16:57,14023.2,AB5SE,34,11,W3RGA
19:16:57,14035.0,EA5M,33,36,S53A
19:16:57,14035.2,NE2V,35,18,KD7EFG
19:16:57,14036.0,EA4RKC,20,6,DK9IP-1
19:16:57,14038.0,E70T,30,4,BH4RRG
19:16:57,14039.3,K7RL,39,18,WC2L
19:16:57,14039.6,W8CAR,40,19,VE6WZ
19:16:57,14042.6,W7JET,39,42,KD7EFG
19:16:58,14035.9,EA4RKC,20,5,YO2CK
19:16:58,14043.7,N8UM,36,14,K7CO
19:16:58,14043.7,N8UM,38,18,W6YX
19:16:59,14023.1,AB5SE,35,9,K9LC
19:16:59,14023.2,AB5SE,38,9,N2EPE
19:16:59,14024.4,K1DW,33,11,N2EPE
19:16:59,14034.0,VE5UO,33,29,WE9V
19:16:59,14039.2,K7RL,38,36,WE9V
19:16:59,14039.6,W8CAR,39,26,ND7K
19:16:59,14043.8,ZA1EM,31,30,MM9PSY
19:17:00,14027.8,W8FN,39,8,ON6ZQ
19:17:01,14036.0,EA4RKC,20,23,IK7YTT
19:17:01,14043.7,N8UM,36,12,NG7M
19:17:01,14043.8,N8UM,37,19,K5EM
19:17:01,14046.8,EA3FZT,33,17,KM3T-3
19:17:02,14024.4,K1DW,33,10,IT9GSF
19:17:02,14026.6,W1WEF,38,43,W8WWV
19:17:02,14034.0,VE5UO,33,29,W8WWV
19:17:02,14040.9,TK5OHY,31,4,IT9GSF
19:17:02,14042.0,K1TR,37,19,S53WW
19:17:02,14043.7,N8UM,37,16,ZF9CW
19:17:02,14043.7,N8UM,38,24,K3PA-1
19:17:03,14029.2,W2RQ,39,8,PI4CC
19:17:03,14034.1,VE5UO,34,27,W1NT-2
19:17:03,14043.7,N8UM,38,11,PE5TT
19:17:03,14043.9,ZA1EM,32,8,BG7IEJ
19:17:03,14046.8,EA3FZT,34,16,KM3T-2
19:17:04,14034.0,VE5UO,32,33,N9CO
19:17:04,14034.0,VE5UO,31,28,K9IMM
19:17:04,14040.5,NE5A,30,37,N9CO
19:17:04,14040.5,NE5A,30,37,K9IMM
19:17:05,14031.2,VE3NZ,32,5,OE9GHV
19:17:05,14034.1,VE5UO,34,32,AC0C-1
19:17:05,14034.4,KG9X,38,26,WX7V/5
19:17:05,14039.3,K7RL,38,5,W2MV
19:17:05,14043.5,NK2Y,29,16,WX7V/5
19:17:05,14043.7,N8UM,37,12,OE9GHV
19:17:05,14043.7,N8UM,37,12,K4PP
19:17:05,14044.0,WB2KAO,34,11,WX7V/5
19:17:05,14046.8,EA3FZT,35,18,KM3T-5
19:17:05,14046.8,EA3FZT,36,17,ES2RR
19:17:06,14038.0,E70T,34,16,G4ZFE
19:17:06,14038.0,E70T,29,4,BH4RRG0
19:17:06,14040.6,NE5A,30,6,N2YCH
19:17:06,14043.9,LA1EM,31,16,GI4DOH
19:17:07,14034.1,VE5UO,33,22,AA4PA
19:17:07,14038.0,E70T,35,18,W3RGA
19:17:07,14043.6,N8UM,37,13,OK1HRA
19:17:07,14043.7,N8UM,36,15,VE6WZ
19:17:07,14043.7,N8UM,38,21,AA4PA
19:17:07,14043.9,LA1EM,31,17,EA5WU
19:17:08,14023.0,AB5SE,33,6,VE4DRK
19:17:08,14040.3,NE5A,30,13,VE4DRK
19:17:08,14043.9,LA1EM,30,13,DL1HWS-3
19:17:08,14043.9,LA1EM,33,18,G0KTN
19:17:08,14044.0,WB2KAO,32,11,KD7EFG
19:17:08,14046.7,EA3FZT,35,13,YO2CK
19:17:08,14046.8,EA3FZT,35,18,LZ4AE
19:17:08,14046.8,EA3FZT,36,18,LZ4AE
19:17:09,14034.1,VE5UO,32,18,K7CO
19:17:09,14040.5,NE5A,30,14,WB6BEE
19:17:09,14040.5,NE5A,30,27,W6YX
19:17:09,14040.5,NE5A,30,19,ND7K
19:17:09,14043.7,N8UM,38,18,ND7K
19:17:09,14044.6,TN3SD,39,16,W6YX
19:17:09,14046.8,EA3FZT,35,5,G4KCM
19:17:10,14031.6,N6NT,34,16,K9LC
19:17:10,14034.0,VE5UO,30,23,K5TR
19:17:10,14043.7,N8UM,38,19,K9LC
19:17:10,14044.6,N3SD,40,14,K5TR
19:17:10,14046.8,EA3FZT,33,14,K5TR
19:17:11,14044.6,N3SD,40,19,NG7M
19:17:11,14057.0,KE0TL,15,5,N4HAC
19:17:11,14057.0,KE0TL,15,5,N4HAC
19:17:12,14023.2,AB5SE,33,15,WA7LNW
19:17:12,14028.5,W4SPR,32,9,VE6AO
19:17:12,14031.6,N6NT,34,7,DL1HWS
19:17:12,14033.6,N4KS,30,16,K3PA-1
19:17:12,14035.5,N3OC,38,11,DL8LAS
19:17:12,14038.6,K4PI,35,11,IK4VET
19:17:12,14039.6,W8CAR,37,21,WA7LNW
19:17:12,14040.5,KT5V,31,8,VE6AO
19:17:12,14040.5,NE5A,29,27,ZF9CW
19:17:12,14040.5,NE5A,30,31,W8WWV
19:17:12,14040.5,NE5A,30,22,WA7LNW
19:17:12,14042.6,W7JET,39,8,KH6LC
19:17:12,14043.9,LA1EM,32,11,DL1HWS
19:17:12,14044.6,N3SD,38,8,KM3T-3
19:17:12,14044.6,N3SD,40,20,K3PA-1
19:17:12,14044.6,N3SD,40,16,WA7LNW
